+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78
12    39.115    44.283    49.659    95.131    81.744    60.033    52.498    80.131    77.885    73.824    32.249    inf    84.481    80.604    67.365    81.908    38.328    45.011    36.497    76.942    104.235    47.096    79.404    8.062    46.174    33.734    6.083    55.036    77.104    68.797    63.285    90.824    83.355    83.952    85.726    92.962    79.31    65.513    48.01    78.645    9.055    65.376    37.336    49.041    7.071    86.729    93.606    56.462    79.429    58.592    75.928    80.994    46.174    28.862    103.392    86.348    54.083    70.711    47.0    89.944    42.45    77.13    64.622    57.706    7.28    60.374    41.485    50.01    40.608    49.01    65.734    79.404    46.011    86.954    77.279    65.368    83.726    9.055    
13    46.957    47.011    36.125    37.855    90.272    29.614    70.007    18.601    6.708    85.446    77.414    84.481    inf    85.147    97.944    3.162    72.18    42.72    75.954    86.4    44.045    43.417    5.099    76.538    44.822    74.545    78.447    31.016    85.604    26.42    28.46    19.026    20.125    85.633    1.414    91.285    103.774    26.926    40.224    83.869    81.394    97.082    68.884    41.231    77.492    7.0    9.434    29.069    85.276    29.155    81.216    6.403    44.822    88.091    45.177    85.563    34.205    21.471    41.617    94.069    72.035    81.056    67.417    30.15    90.708    27.166    71.805    39.825    89.443    40.608    28.636    5.099    41.881    20.881    84.812    25.298    18.788    75.584    
14    79.404    88.544    64.846    59.775    5.385    60.803    29.0    67.201    82.735    7.81    48.508    80.604    85.147    inf    25.942    82.219    42.426    83.217    44.147    5.0    63.953    87.664    82.073    78.409    88.255    46.872    78.638    65.513    4.243    59.397    59.666    73.43    67.119    3.606    85.276    12.369    23.0    60.208    84.309    2.0    71.589    26.926    44.102    87.464    78.518    80.802    88.482    67.417    1.414    63.246    5.099    78.746    88.255    55.946    61.814    6.403    84.971    64.351    84.865    10.44    38.328    4.472    20.616    62.682    80.362    64.405    39.319    86.925    45.277    86.539    58.052    82.073    83.57    68.6    3.606    62.37    68.505    78.313    
15    78.816    88.233    69.426    80.225    22.804    69.642    28.601    81.933    94.021    18.974    36.688    67.365    97.944    25.942    inf    94.81    34.482    84.024    33.615    21.024    86.006    88.408    93.941    67.683    88.6    36.77    67.268    72.007    21.932    71.589    69.836    90.25    82.861    29.155    98.412    35.384    12.0    71.12    85.913    25.08    58.549    2.0    37.736    88.865    67.469    95.079    103.247    74.202    24.597    71.281    25.0    91.706    88.6    39.0    84.024    31.906    88.414    76.485    86.052    29.732    31.623    26.249    31.78    70.456    65.0    72.945    32.45    88.73    27.0    88.091    69.318    93.941    84.646    85.165    22.847    72.945    84.119    67.912    
16    44.777    45.343    33.242    36.346    87.321    26.476    66.851    16.125    5.0    82.42    74.33    81.908    3.162    82.219    94.81    inf    69.051    40.804    72.835    83.409    43.012    41.773    2.828    74.0    43.186    71.449    75.895    28.071    82.62    23.324    25.298    18.111    18.028    82.759    4.0    88.527    100.703    23.77    38.419    80.92    78.645    93.941    65.765    39.623    74.947    6.708    11.705    26.173    82.329    26.077    78.243    3.606    43.186    85.053    44.011    82.735    32.558    18.358    39.825    91.22    68.884    78.102    64.351    27.074    88.057    24.083    68.659    38.21    86.313    38.949    25.495    2.828    40.0    19.235    81.835    22.136    16.763    73.055    
17    44.688    54.037    38.484    67.417    44.011    42.579    14.318    60.033    66.94    36.014    7.81    38.328    72.18    42.426    34.482    69.051    inf    50.21    4.123    39.051    75.644    54.489    67.469    36.056    54.562    5.0    36.222    42.379    39.115    48.0    44.181    70.257    62.201    45.706    72.993    54.745    45.31    46.098    52.345    40.447    29.411    32.757    3.606    55.154    36.125    71.253    79.404    44.598    41.304    43.174    37.656    66.611    54.562    19.235    74.25    48.052    55.606    52.086    52.326    52.086    4.123    38.833    26.926    42.202    38.91    45.122    3.162    55.172    17.263    54.452    45.011    67.469    50.912    65.376    39.205    47.265    63.127    36.014    
18    6.325    6.083    20.0    66.212    86.925    29.833    56.939    45.486    36.056    79.624    51.4    45.011    42.72    83.217    84.024    40.804    50.21    inf    52.402    81.939    75.133    4.472    38.013    37.0    5.099    49.679    39.0    22.561    81.541    38.275    33.242    54.672    49.092    85.381    44.102    93.68    93.744    34.785    3.0    81.345    44.721    82.462    46.69    5.0    38.0    46.861    52.154    22.136    82.638    26.926    78.186    41.11    5.099    58.592    75.153    86.683    9.22    37.121    2.236    93.638    52.498    78.772    62.626    26.683    52.01    27.514    51.74    5.385    65.0    4.472    36.401    38.013    1.0    52.431    81.154    33.242    48.826    36.0    
19    46.669    55.902    41.785    71.512    45.277    46.39    17.205    64.07    70.612    37.336    4.472    36.497    75.954    44.147    33.615    72.835    4.123    52.402    inf    40.447    79.706    56.586    71.197    35.057    56.569    3.162    35.0    45.88    40.608    52.01    48.094    74.33    66.272    47.539    76.792    56.515    44.922    50.04    54.672    42.202    27.459    31.78    7.071    57.385    35.014    75.166    83.295    48.083    42.953    46.872    39.56    70.456    56.569    15.264    78.294    50.0    58.249    56.036    54.562    53.46    7.071    40.804    30.0    45.891    36.401    48.836    6.403    57.489    13.601    56.727    49.0    71.197    53.151    69.462    40.792    51.157    67.186    35.128    
20    77.833    87.092    64.14    62.817    5.099    60.959    26.306    68.797    83.63    3.162    44.721    76.942    86.4    5.0    21.024    83.409    39.051    81.939    40.447    inf    67.476    86.406    83.096    75.107    86.925    43.29    75.24    65.215    1.0    60.308    60.108    75.584    68.964    8.485    86.608    16.553    19.235    60.828    83.193    4.123    67.897    21.954    41.012    86.331    75.166    82.377    90.211    67.201    3.606    63.253    5.385    80.0    86.925    51.624    65.376    11.314    84.22    65.299    83.672    13.038    35.014    6.083    20.0    62.626    76.4    64.537    36.014    85.866    40.706    85.428    58.728    83.096    82.347    70.661    2.0    62.936    70.328    75.06    
21    76.322    80.957    58.009    9.22    69.231    46.615    65.521    30.364    47.17    68.184    83.193    104.235    44.045    63.953    86.006    43.012    75.644    75.133    79.706    67.476    inf    77.878    45.1    97.622    79.202    80.056    99.086    53.535    66.483    37.443    43.012    25.02    26.926    62.586    43.105    64.257    86.701    41.049    73.824    63.64    97.801    86.052    73.79    76.158    98.351    37.054    40.262    53.339    64.777    49.092    62.29    40.112    79.202    94.847    2.236    61.131    69.642    38.013    75.153    69.26    73.164    61.4    55.579    49.649    108.407    48.021    73.539    74.847    90.443    75.24    40.0    45.1    74.686    24.331    65.49    42.19    27.659    96.897    
22    10.0    3.606    24.083    69.08    91.389    33.377    61.4    47.885    36.878    84.095    55.444    47.096    43.417    87.664    88.408    41.773    54.489    4.472    56.586    86.406    77.878    inf    38.949    39.205    1.414    53.814    41.195    26.173    86.006    41.485    36.674    56.613    51.478    89.811    44.822    98.082    98.184    38.079    4.123    85.796    47.539    86.833    50.99    2.236    40.2    48.083    52.802    25.495    87.092    30.414    82.638    42.45    1.414    62.266    78.0    91.093    9.22    39.925    3.0    98.082    56.851    83.217    67.067    30.265    54.231    30.806    56.08    3.606    69.029    2.828    39.812    38.949    4.123    54.708    85.615    36.401    51.108    38.21    
23    42.059    42.521    31.064    38.118    87.115    25.0    65.795    17.088    2.236    82.006    72.56    79.404    5.099    82.073    93.941    2.828    67.469    38.013    71.197    83.096    45.1    38.949    inf    71.47    40.361    69.721    73.376    26.0    82.329    22.804    24.166    20.396    19.416    82.735    6.325    88.73    100.125    22.825    35.609    80.722    76.295    93.022    64.133    36.797    72.422    9.434    14.318    24.021    82.134    24.331    77.987    5.0    40.361    83.15    46.011    82.807    29.732    17.804    37.014    91.241    67.446    77.897    63.82    25.318    85.615    22.361    67.186    35.384    84.723    36.125    24.698    0.0    37.202    21.024    81.566    21.024    18.248    70.52    
24    31.064    36.497    42.059    88.459    80.056    52.697    49.649    72.719    69.921    72.062    31.257    8.062    76.538    78.409    67.683    74.0    36.056    37.0    35.057    75.107    97.622    39.205    71.47    inf    38.328    32.016    2.0    47.413    75.166    61.612    56.036    83.355    76.007    81.615    77.795    90.67    79.429    58.249    40.0    76.42    10.63    65.734    34.366    41.11    1.0    78.924    85.703    48.754    77.318    51.108    73.553    73.164    38.328    30.887    96.876    83.863    46.043    63.285    39.013    88.142    40.112    74.673    61.131    50.249    15.033    52.839    39.115    42.048    41.785    41.049    58.6    71.47    38.0    79.612    75.24    57.983    76.322    1.0    
25    9.899    2.236    25.02    70.385    91.924    34.525    61.774    49.244    38.288    84.581    55.317    46.174    44.822    88.255    88.6    43.186    54.562    5.099    56.569    86.925    79.202    1.414    40.361    38.328    inf    53.759    40.311    27.295    86.539    42.72    37.855    58.009    52.839    90.443    46.228    98.762    98.478    39.294    5.385    86.377    46.84    87.006    51.088    3.606    39.319    49.497    54.203    26.683    87.664    31.575    83.217    43.863    0.0    61.911    79.31    91.761    10.63    41.231    4.123    98.681    57.009    83.815    67.676    31.401    53.339    32.016    56.223    5.0    68.884    4.243    41.0    40.361    5.0    56.08    86.163    37.643    52.479    37.336    
26    43.863    53.038    39.85    71.694    48.166    45.1    19.235    63.285    69.051    40.2    3.162    33.734    74.545    46.872    36.77    71.449    5.0    49.679    3.162    43.29    80.056    53.814    69.721    32.016    53.759    inf    32.016    44.147    43.417    51.157    47.0    73.682    65.62    50.22    75.425    59.228    48.083    49.01    52.01    44.911    24.739    34.928    6.325    54.672    32.0    74.027    82.098    46.325    45.706    45.398    42.202    69.181    53.759    14.866    78.715    52.631    55.758    55.009    51.856    56.321    8.944    43.417    31.906    44.407    34.015    47.381    8.062    54.818    15.652    54.037    48.094    69.721    50.448    68.884    43.566    50.01    66.483    32.062    
27    33.061    38.471    43.829    89.939    80.156    54.378    50.01    74.431    71.84    72.173    31.064    6.083    78.447    78.638    67.268    75.895    36.222    39.0    35.0    75.24    99.086    41.195    73.376    2.0    40.311    32.016    inf    49.193    75.326    63.246    57.689    85.088    77.698    81.884    79.699    90.934    79.076    59.908    42.0    76.655    9.434    65.307    34.713    43.105    1.0    80.777    87.596    50.567    77.524    52.839    73.824    75.027    40.311    29.967    98.311    84.172    48.042    65.0    41.012    88.278    40.311    74.967    61.685    51.971    13.038    54.589    39.319    44.045    41.11    43.046    60.216    73.376    40.0    81.302    75.425    59.682    78.032    3.0    
28    22.825    28.636    5.385    44.418    69.893    7.28    43.417    25.612    25.08    63.411    46.872    55.036    31.016    65.513    72.007    28.071    42.379    22.561    45.88    65.215    53.535    26.173    26.0    47.413    27.295    44.147    49.193    inf    64.637    16.125    10.77    36.056    29.069    67.119    32.062    74.733    79.906    12.53    22.091    63.812    50.961    70.803    38.897    25.02    48.301    32.016    39.459    2.236    65.192    4.472    60.745    26.476    27.295    57.219    53.339    67.978    20.396    16.279    23.195    75.664    42.953    61.057    45.222    4.123    60.745    5.657    42.544    24.0    59.481    24.021    13.928    26.0    22.361    32.65    64.07    11.402    29.206    46.53    
29    77.492    86.729    63.632    61.847    5.385    60.308    26.173    67.956    82.879    3.606    44.911    77.104    85.604    4.243    21.932    82.62    39.115    81.541    40.608    1.0    66.483    86.006    82.329    75.166    86.539    43.417    75.326    64.637    inf    59.548    59.414    74.686    68.096    7.81    85.802    16.155    20.224    60.108    82.765    3.162    68.066    22.825    41.0    85.907    75.24    81.541    89.359    66.611    2.828    62.626    4.472    79.202    86.539    52.0    64.382    10.63    83.726    64.537    83.259    13.0    35.057    5.099    19.416    62.008    76.655    63.891    36.056    85.428    41.183    85.0    58.0    82.329    81.939    69.771    1.0    62.225    69.462    75.107    
30    38.949    44.272    20.616    28.302    64.382    9.22    43.966    12.166    23.345    59.203    54.231    68.797    26.42    59.397    71.589    23.324    48.0    38.275    52.01    60.308    37.443    41.485    22.804    61.612    42.72    51.157    63.246    16.125    59.548    inf    5.657    22.804    14.866    60.208    26.833    66.611    77.389    3.606    37.363    58.0    63.506    70.774    45.044    40.025    62.426    23.77    32.016    16.155    59.414    11.662    55.227    20.125    42.72    65.62    37.216    60.44    34.234    5.0    38.601    68.768    47.17    55.172    41.049    12.207    73.824    10.77    47.096    38.833    65.069    39.051    3.162    22.804    37.947    18.385    58.796    5.099    15.524    60.803    
31    33.541    39.294    15.0    33.838    64.444    3.606    41.629    17.088    24.187    58.728    50.01    63.285    28.46    59.666    69.836    25.298    44.181    33.242    48.094    60.108    43.012    36.674    24.166    56.036    37.855    47.0    57.689    10.77    59.414    5.657    inf    27.857    20.125    60.803    29.12    67.742    76.4    2.236    32.558    58.138    58.181    68.884    41.049    35.355    56.859    27.074    35.228    11.18    59.548    6.325    55.227    22.561    37.855    61.205    42.72    61.294    30.0    8.062    33.734    69.405    43.738    55.317    40.361    6.708    68.425    6.0    43.566    34.234    61.4    34.366    3.162    24.166    32.985    23.707    58.728    3.162    20.616    55.218    
32    57.28    60.0    41.34    19.313    78.772    30.871    64.382    10.77    22.561    75.24    76.792    90.824    19.026    73.43    90.25    18.111    70.257    54.672    74.33    75.584    25.02    56.613    20.396    83.355    58.009    73.682    85.088    36.056    74.686    22.804    27.857    inf    8.062    73.246    18.111    77.621    94.154    25.632    52.802    72.471    86.006    89.739    67.476    54.644    84.22    12.042    16.643    35.0    73.824    32.249    70.214    15.524    58.009    88.284    26.173    72.67    47.707    20.125    54.203    81.271    69.029    69.771    58.523    33.121    96.177    30.529    69.065    53.254    87.052    53.824    25.962    20.396    54.037    5.099    73.79    25.495    7.28    82.492    
33    51.088    54.708    34.205    19.026    72.402    23.324    56.569    3.606    21.213    68.425    68.731    83.355    20.125    67.119    82.861    18.028    62.201    49.092    66.272    68.964    26.926    51.478    19.416    76.007    52.839    65.62    77.698    29.069    68.096    14.866    20.125    8.062    inf    67.201    19.723    72.18    87.235    17.889    47.508    66.038    78.294    82.28    59.414    49.649    76.851    14.213    21.401    28.284    67.417    25.0    63.632    14.56    52.839    80.231    27.459    66.843    42.953    12.806    48.877    75.432    61.008    63.285    51.264    25.807    88.549    23.431    61.033    48.301    79.025    48.765    18.028    19.416    48.549    3.606    67.231    18.028    1.414    75.166    
34    81.744    90.802    66.708    58.873    7.071    62.129    32.062    67.476    83.487    11.402    51.923    83.952    85.633    3.606    29.155    82.759    45.706    85.381    47.539    8.485    62.586    89.811    82.735    81.615    90.443    50.22    81.884    67.119    7.81    60.208    60.803    73.246    67.201    inf    85.703    9.055    25.179    61.221    86.377    5.385    74.953    30.232    47.265    89.538    81.744    81.056    88.6    68.964    5.0    64.661    8.062    79.246    90.443    59.506    60.415    2.828    86.816    65.115    86.977    8.602    41.593    7.0    22.804    64.14    83.815    65.734    42.579    88.955    48.877    88.6    59.034    82.735    85.703    68.505    7.211    63.411    68.6    81.498    
35    48.301    48.415    37.216    37.108    90.427    30.414    70.576    18.439    8.062    85.703    78.313    85.726    1.414    85.276    98.412    4.0    72.993    44.102    76.792    86.608    43.105    44.822    6.325    77.795    46.228    75.425    79.699    32.062    85.802    26.833    29.12    18.111    19.723    85.703    inf    91.241    104.101    27.514    41.617    84.024    82.565    97.576    69.721    42.638    78.746    6.083    8.062    30.15    85.428    30.067    81.4    6.708    46.228    89.051    44.283    85.586    35.609    21.932    43.012    94.112    72.78    81.216    67.742    31.064    91.924    28.071    72.567    41.231    90.255    42.012    29.155    6.325    43.267    20.248    85.0    25.962    18.358    76.844    
36    90.244    99.202    74.673    61.774    12.806    69.354    41.11    72.835    89.644    19.698    60.877    92.962    91.285    12.369    35.384    88.527    54.745    93.68    56.515    16.553    64.257    98.082    88.73    90.67    98.762    59.228    90.934    74.733    16.155    66.611    67.742    77.621    72.18    9.055    91.241    inf    28.636    67.956    94.557    14.318    83.952    36.77    56.321    97.719    90.796    86.279    93.509    76.485    13.601    72.007    17.117    84.959    98.762    68.154    62.032    7.071    94.705    71.4    95.21    6.325    50.636    16.031    31.401    71.554    92.72    72.945    51.624    97.082    57.245    96.768    65.734    88.73    93.963    73.11    15.811    70.178    73.593    90.554    
37    88.837    98.27    77.897    82.0    18.111    76.694    37.014    86.77    100.439    18.974    48.27    79.31    103.774    23.0    12.0    100.703    45.31    93.744    44.922    19.235    86.701    98.184    100.125    79.429    98.478    48.083    79.076    79.906    20.224    77.389    76.4    94.154    87.235    25.179    104.101    28.636    inf    77.421    95.441    23.087    70.456    14.0    48.332    98.473    79.246    100.24    108.24    82.037    22.023    78.645    24.515    97.417    98.478    51.0    84.593    27.459    97.453    82.377    95.692    22.361    42.048    25.318    36.359    77.897    77.0    80.156    42.953    98.229    39.0    97.652    75.452    100.125    94.303    89.157    21.213    79.404    88.566    79.624    
38    35.355    40.804    17.029    31.906    65.069    5.657    43.081    14.866    23.022    59.548    52.038    65.513    26.926    60.208    71.12    23.77    46.098    34.785    50.04    60.828    41.049    38.079    22.825    58.249    39.294    49.01    59.908    12.53    60.108    3.606    2.236    25.632    17.889    61.221    27.514    67.956    77.421    inf    33.956    58.728    60.415    70.214    43.012    36.674    59.076    25.179    33.377    12.649    60.141    8.062    55.866    20.881    39.294    63.285    40.817    61.612    31.064    6.0    35.171    69.814    45.541    55.902    41.231    8.602    70.661    7.28    45.398    35.511    63.285    35.693    2.236    22.825    34.482    21.471    59.397    2.236    18.385    57.428    
39    9.22    7.211    20.224    65.0    88.142    29.275    58.523    43.909    33.601    80.951    53.824    48.01    40.224    84.309    85.913    38.419    52.345    3.0    54.672    83.193    73.824    4.123    35.609    40.0    5.385    52.01    42.0    22.091    82.765    37.363    32.558    52.802    47.508    86.377    41.617    94.557    95.441    33.956    inf    82.462    47.676    84.386    48.795    3.162    41.0    44.598    49.649    21.378    83.774    26.306    79.31    38.897    5.385    61.27    73.926    87.596    6.325    35.847    1.414    94.705    54.489    79.85    63.695    26.173    55.009    26.683    53.759    2.828    67.424    2.236    35.693    35.609    2.0    50.774    82.347    32.28    47.17    39.0    
40    77.492    86.649    63.063    59.203    6.403    59.203    27.0    66.03    81.345    6.403    46.573    78.645    83.869    2.0    25.08    80.92    40.447    81.345    42.202    4.123    63.64    85.796    80.722    76.42    86.377    44.911    76.655    63.812    3.162    58.0    58.138    72.471    66.038    5.385    84.024    14.318    23.087    58.728    82.462    inf    69.635    25.942    42.107    85.615    76.531    79.63    87.367    65.734    1.414    61.612    3.162    77.466    86.377    54.129    61.522    8.062    83.187    62.968    83.006    12.369    36.346    2.828    18.788    61.033    78.447    62.801    37.336    85.088    43.566    84.694    56.586    80.722    81.707    67.602    2.236    60.877    67.417    76.322    
41    38.471    45.222    45.607    88.814    72.691    55.154    43.658    75.24    74.967    64.777    23.195    9.055    81.394    71.589    58.549    78.645    29.411    44.721    27.459    67.897    97.801    47.539    76.295    10.63    46.84    24.739    9.434    50.961    68.066    63.506    58.181    86.006    78.294    74.953    82.565    83.952    70.456    60.415    47.676    69.635    inf    56.569    28.636    49.244    10.0    82.97    90.244    52.631    70.406    54.083    66.94    77.369    46.84    20.616    96.83    77.369    53.339    65.924    46.872    80.895    33.526    68.154    55.946    53.141    10.63    55.973    32.573    50.01    32.016    49.031    60.374    76.295    45.706    81.86    68.25    60.539    78.791    11.314    
42    77.201    86.608    68.118    80.1    24.083    68.6    27.459    81.271    93.059    19.698    34.785    65.376    97.082    26.926    2.0    93.941    32.757    82.462    31.78    21.954    86.052    86.833    93.022    65.734    87.006    34.928    65.307    70.803    22.825    70.774    68.884    89.739    82.28    30.232    97.576    36.77    14.0    70.214    84.386    25.942    56.569    inf    36.056    87.321    65.513    94.34    102.528    73.007    25.554    70.178    25.632    90.874    87.006    37.0    84.095    33.015    86.977    75.644    84.504    31.241    30.0    26.926    31.401    69.34    63.0    71.868    30.806    87.207    25.0    86.556    68.447    93.022    83.096    84.646    23.707    72.007    83.522    65.97    
43    41.231    50.606    34.928    65.391    46.043    39.319    15.297    57.14    63.561    38.053    9.487    37.336    68.884    44.102    37.736    65.765    3.606    46.69    7.071    41.012    73.79    50.99    64.133    34.366    51.088    6.325    34.713    38.897    41.0    45.044    41.049    67.476    59.414    47.265    69.721    56.321    48.332    43.012    48.795    42.107    28.636    36.056    inf    51.624    34.525    68.118    76.236    41.11    43.046    39.812    39.205    63.388    51.088    21.19    72.471    49.497    52.01    49.01    48.795    54.0    6.325    40.311    27.313    38.833    38.588    41.773    5.385    51.624    20.616    50.912    42.012    64.133    47.381    62.65    41.012    44.102    60.299    34.234    
